// 2012 HSK/Level 1
爱	ai4
我的办公室在那个五层楼里。	wo3 de5 ban4gong1shi4 zai4 na4ge5 wu3 ceng2lou2 li3。	My office is in that five-story building. 
这个房间只能住三个人。	zhe4ge5 fang2jian1 zhi3neng2 zhu4 san1 ge4ren2。	This room can accommodate only three people. 
只有一个人能回答这个问题,那就是你。	zhi3you3 yi2 ge5 ren2 neng2 hui2da2 zhe4ge5 wen4ti2, na4 jiu4shi4 ni3。	Only one person can answer this question, namely you. 
你看出那个人有什么奇怪的地方吗?	ni3 kan4chu1 na4 ge4ren2 you3 shen2me5 qi2guai4 de5 di4fang5 ma5	Did you notice anything strange about that man? 
我想过要自己开个公司。	wo3 xiang3 guo4 yao4 zi4ji3 kai1 ge4 gong1si1。	I flirted with the idea of setting up my own business. 
你喜欢这个吗?	ni3 xi3huan5 zhe4ge5 ma5	Do you like this? 
她不但唱歌好, 而且跳舞也好。	ta1 bu2dan4 chang4ge1 hao3, er2qie3 tiao4wu3 ye3hao3。	She not only sings well, but also dances well. 
他的中文也还可以。	ta1 de5 Zhong1wen2 ye3 hai2 ke3yi3。	His Chinese is passable. 
我们经常出去旅游。	wo3men5 jing1chang2 chu1qu5 lü3you2。	We often travel. 
她说着就站起来走出去了。	ta1 shuo1zhao2 jiu4 zhan4 qi3lai5 zou3chu1 qu4le5。	With this, she got up and walked out. 
那老外中文讲得不错。	na4 lao3wai4 Zhong1wen2 jiang3 de5 bu2cuo4。	The foreigner speaks Chinese well. 
小心, 别出错。	xiao3xin1, bie2 chu1cuo4。	Be careful and don't make a mistake. 
注意别出错。	zhu4yi4 bie2 chu1cuo4。	Be careful not to make a mistake. 
还有一个问题要问。	hai2 you3 yi1 ge4 wen4ti2 yao4 wen4。	I'd like to ask one more question. 
我跟我的老同事还有来往。	wo3 gen1 wo3 de5 lao3 tong2shi4 hai2 you3 lai2wang5。	I've still kept contact with my old coworkers. 
他再也不来了。	ta1 zai4ye3bu4 lai2 le5。	He never came again. 
等一会再说。	deng3 yi1hui3 zai4shuo1。	We'll talk about it in a little while. 
我们需要你的帮助。	wo3men5 xu1yao4 ni3 de5 bang1zhu4。	We need your help. 
如果我需要帮忙就来找你。	ru2guo3 wo3 xu1yao4 bang1mang2 jiu4 lai2 zhao3 ni3。	If I need help I'll come to you. 
这孩子长得真快。	zhe4 hai2zi5 zhang3 de5 zhen1 kuai4。	This kid has grown so fast. 
他是个人才。	ta1 shi4 ge4 ren2cai2。	He's a talented person. 
只有他才能解决这个问题。	zhi3you3 ta1 cai2neng2 jie3jue2 zhe4ge5 wen4ti2。	Only he can solve the problem. 
去不了别为难。	qu4bu5liao3 bie2 wei2nan2。	Don't worry about not being able to go. 
我感冒好了。	wo3 gan3mao4 hao3le5。	I've recovered from a cold. 
我可能感冒了。	wo3 ke3neng2 gan3mao4 le5。	I may have a cold. 
我有点感冒。	wo3 you3dian3 gan3mao4。	I've got a bit of a cold. 
我感冒了。	wo3 gan3mao4 le5。	I caught a cold. 
十年早上	shi2 nian2 zao3shang5	10 years earlier 
旧的不去, 新的不来。	jiu4 de5 bu4 qu4, xin1 de5 bu4 lai2。	If the old doesn't go, the new won't come.  (→ If you don't discard old stuff, you won't have new things.) 
请喝茶!	qing3 he1 cha2	Have some tea, please! 
你好!	ni3hao3	How do you do? Hello! 
太好了!	tai4 hao3le5	That's wonderful! 
请坐!	qing3zuo4	Sit down, please! 
请进!	qing3jin4	Please come in! (or Please go in!) 
有借有还, 再借不难。	you3 jie4 you3 hai2, zai4 jie4 bu4 nan2。	Return what you borrowed, and it won't be difficult to borrow again. 
几点了?	ji3 dian3 le5	What time is it? 
这个工作要做好久?	zhe4ge5 gong1zuo4 yao4 zuo4 hao3jiu3	How long will it take to do the job? 
我的工作不累。	wo3 de5 gong1zuo4 bu4 lei3。	My work doesn't tire me. 
你会说汉语吗?	ni3 hui4shuo1 Han4yu3 ma5	Can you speak Chinese? 
我们等你准备好了才走。	wo3men5 deng3 ni3 zhun3bei4 hao3le5 cai2 zou3。	We won't leave until you're ready. 
你走的时候把灯关上,好吗?	ni3 zou3 de5 shi2hou5 ba3 deng1 guan1shang5, hao3 ma5	Could you turn off the light when you go? 
最好的旅游季节是什么时候?	zui4hao3 de5 lü3you2 ji4jie2 shi4 shen2me5 shi2hou5	What is the best season for tourism? 
你能讲个比他更好的故事吗?	ni3 neng2 jiang3 ge4 bi3 ta1 geng4hao3 de5 gu4shi5 ma5	Can you top his story? 
今天几号?	jin1tian1 ji3 hao4	What's the date today? 
这水干净吗? 能喝吗?	zhe4 shui3 gan1jing4 ma5 neng2 he1 ma5	Is the water pure enough to drink? 
我很累。	wo3 hen3 lei3。	I'm pretty tired. 
下雨了, 我们只好回家。	xia4 yu3 le5, wo3men5 zhi3hao3 hui2jia1。	It was raining, so we had to go home. 
什么时候回来, 这很难说。	shen2me5 shi2hou5 hui2lai5, zhe4 hen3 nan2shuo1。	As to when I'll come back, that's hard to say. 
你打算什么时候回老家?	ni3 da3suan4 shen2me5 shi2hou5 hui2 lao3jia1	When will you go back to your hometown? 
欢迎你又回家了!	huan1ying2 ni3 you4 hui2jia1 le5	Welcome home again! 
我的回答对吗?	wo3 de5 hui2da2 dui4 ma5	Did I give the right answer? 
你会开船吗?	ni3 hui4 kai1chuan2 ma5	Do you know how to sail a boat? 
你会游泳吗?	ni3 hui4 you2yong3 ma5	Do you know how to swim? 
你会用筷子吗?	ni3 hui4 yong4 kuai4zi5 ma5	Can you use chopsticks? 
我怎么会知道?	wo3 zen3me5 hui4 zhi1dao5	How should I know? 
你打算参加明天的会议吗?	ni3 da3suan4 can1jia1 ming2tian1 de5 hui4yi4 ma5	Do you plan to attend the conference tomorrow? 
今天星期几?	jin1tian1 xing1qi1ji3	Which day is it today? 
我们几点出发?	wo3men5 ji3 dian3 chu1fa1	When do we set out? 
现在几点了?。	xian4zai4 ji3 dian3 le5。	What time is it now? 
你家住哪儿?	ni3 jia1 zhu4 na3r5	What's your home address? 
他叫什么名字来着?	ta1 jiao4 shen2me5 ming2zi5 lai2zhe5	What was his name again? 
今天谁过生日?	jin1tian1 shui2 guo4 sheng1ri4	Whose birthday is it today? 
你今天不去上课吗?	ni3 jin1tian1 bu4 qu4 shang4 ke4 ma5	Aren't you going to class today? 
你今天的作业做完了吗?	ni3 jin1tian1 de5 zuo4ye4 zuo4wan2 le5 ma5	Have you finished today's assignment? 
谁能换开十块钱?	shui2neng2 huan4 kai1 shi2 kuai4 qian2	Who can break a ten-yuán note? 
图书馆还开着吗?	tu2shu1guan3 hai2 kai1 zhe5 ma5	Is the library still open? 
你对这个问题怎么看?	ni3 dui4 zhe4ge5 wen4ti2 zen3me5 kan4	What's your angle on this problem? 
对这个问题你怎么看?	dui4 zhe4ge5 wen4ti2 ni3 zen3me5 kan4	What's your view on this subject? 
你在看什么?	ni3 zai4 kan4 shen2me5	What are you looking at? 
你看得懂中文吗?	ni3 kan4de5 dong3 Zhong1wen2 ma5	Can you read Chinese? 
贵得很, 要一百多块呢。	gui4 de5 hen3, yao4 yi1bai3 duo1 kuai4 ne5。	It's awfully expensive, over $100. 
这块地是谁的?	zhe4 kuai4 di4 shi4 shui2 de5	Who does this plot of land belong to? 
你从哪儿来?	ni3 cong2 na3r5 lai2	Where did you come from? 
站起来!	zhan4 qi3lai5	Get up! 
你能把你说的写下来吗?	ni3 neng2 ba3 ni3 shuo1 de5 xie3 xia4lai5 ma5	Can you put what you said in writing? 
你能来吗?	ni3 neng2 lai2 ma5	Are you able to come? 
后来怎么了?	hou4lai2 zen3me5le5	Then what happened ? 
你能来机场接我吗?	ni3 neng2 lai2 ji1chang3 jie1 wo3 ma5	Could you come and meet me at the airport? 
牛奶在冰箱里。	niu2nai3 zai4 bing1xiang1 li3。	The milk is in the fridge. 
五个的六个, 一共十一个。	wu3 ge4 de5 liu4 ge4, yi2gong4 shi2yi1 ge4。	Five plus six is eleven. 
这还得了(吗) ?	zhe4 hai2 de2le5( ma5)	Isn't it awful? 
要下雨了。你还要走吗?	yao4 xia4 yu3 le5。 ni3 hai2yao4 zou3 ma5	It's going to rain. Do you still want to go? 
除了这些, 还有吗?	chu2le5 zhe4xie1, hai2 you3 ma5	Are there still some left apart from these? 
我好进来吗?	wo3 hao3 jin4lai5 ma5	May I come in? 
你会吗?	ni3 hui4 ma5	Do you know how? 
你还记得我吗?	ni3 hai2 ji4de5 wo3 ma5	Do you still remember me? 
你喜欢教书吗?	ni3 xi3huan5 jiao1shu1 ma5	Do you like teaching? 
你近来身体好吗?	ni3 jin4lai2 shen1ti3 hao3 ma5	How's your health lately? 
这不就是你要的书吗?	zhe4 bu4 jiu4shi4 ni3 yao4 de5 shu1 ma5	Isn't this the book you want? 
你里里外外都检查过了吗?	ni3 li3li3wai4wai4 dou1 jian3cha2 guo4 le5 ma5	Did you check both the inside and the outside? 
你了解他吗?	ni3 liao3jie3 ta1 ma5	Do you know him well? 
我可以换些零钱吗?	wo3 ke3yi3 huan4 xie1 ling2qian2 ma5	Can I have some small change? 
水热吗?	shui3 re4 ma5	Is the water warm? 
我说错什么了吗?	wo3 shuo1cuo4 shen2me5 le5 ma5	What did I say wrong? 
你完成作业了吗?	ni3 wan2cheng2 zuo4ye4 le5 ma5	Have you finished your homework? 
这些水果洗过了吗?	zhe4xie1 shui3guo3 xi3 guo4 le5 ma5	Has the fruit been washed? 
你洗脸了吗?	ni3 xi3lian3 le5 ma5	Did you wash your face? 
你找到自行车了吗?	ni3 zhao3dao4 zi4xing2che1 le5 ma5	Have you found your bike? 
是真的吗?	shi4 zhen1 de5 ma5	Is it true? 
你准备好了吗?	ni3 zhun3bei4 hao3le5 ma5	Are you ready? 
你有地方住吗?	ni3 you3 di4fang5 zhu4 ma5	Have you got accommodation? 
你问问题了吗?	ni3 wen4 wen4ti2 le5 ma5	Did you ask any questions? 
你刷牙了吗?	ni3 shua1ya2 le5 ma5	Did you brush your teeth? 
这包衣服是你的吗?	zhe4 bao1 yi1fu5 shi4 ni3 de5 ma5	Is this bundle of clothes yours? 
你感冒了吗?	ni3 gan3mao4 le5 ma5	Have you caught cold? 
我能借用一下你的词典吗? 当然可以。	wo3 neng2 jie4yong4 yi2xia4 ni3 de5 ci2dian3 ma5 dang1ran2 ke3yi3。	Can I borrow your dictionary? ... Certainly. 
你有零钱吗?	ni3 you3 ling2qian2 ma5	Have you got any change? 
你喜欢这个颜色吗?	ni3 xi3huan5 zhe4ge5 yan2se5 ma5	Do you like this color? 
你不喜欢体育运动,对吗?	ni3 bu4 xi3huan5 ti3yu4 yun4dong4, dui4 ma5	You don't like sports, do you? 
你喜欢体育吗?	ni3 xi3huan5 ti3yu4 ma5	Do you like sports? 
他还说什么了吗?	ta1 hai2 shuo1 shen2me5 le5 ma5	Did he say anything else? 
你认识那个穿白衣服的女的吗?	ni3 ren4shi5 na4ge5 chuan1 bai2 yi1fu5 de5 nü3de5 ma5	Do you know that woman in white? 
我写的字清楚吗?	wo3 xie3 de5 zi4 qing1chu5 ma5	Is my handwriting legible? 
我可以问个问题吗?	wo3 ke3yi3 wen4 ge4 wen4ti2 ma5	May I ask a question? 
灯关了吗?	deng1 guan1 le5 ma5	Are the lights off? 
我能问个问题吗?	wo3 neng2 wen4 ge4 wen4ti2 ma5	May I pose a question? 
你真是那个意思吗?	ni3 zhen1shi5 na4ge5 yi4si5 ma5	Do you really mean that? 
他结婚了吗?	ta1 jie2hun1 le5 ma5	Is he married or single? 
我出错了吗?	wo3 chu1cuo4 le5 ma5	Did I make a slip? 
还有地方再放一张桌子吗?	hai2 you3 di4fang5 zai4 fang4 yi1 zhang1 zhuo1zi5 ma5	Is there enough space for another desk? 
你疼吗?	ni3 teng2 ma5	Are you suffering any pain? 
那个故事是真的吗?	na4ge5 gu4shi5 shi4 zhen1 de5 ma5	Is that story true? 
这是去火车站的路吗?	zhe4 shi4 qu4huo3 che1zhan4 de5 lu4 ma5	Is this the way to the station? 
你在那个医院有关系没有?	ni3 zai4 na4ge5 yi1yuan4 you3 guan1xi5 mei2you3	Do you know anyone in that hospital? 
哪儿是出口?	na3r5 shi4 chu1kou3	Where is the exit? 
您是哪儿?	nin2 shi4 na3r5	Where are you calling from? (on telephone) 
哪儿好哪儿坏, 我不知道。	na3r5 hao3 na3r5 huai4, wo3 bu4zhi1dao4。	I don't know which is good and which is bad. 
请问洗手间在哪儿?	qing3wen4 xi3shou3jian1 zai4 na3r5	Where is the bathroom, please? 
你住哪儿?	ni3 zhu4 na3r5	Where do you live? 
你站在哪一边?	ni3 zhan4 zai4 na3 yi4bian1	Which side are you on? 
你是哪儿的人?	ni3 shi4 na3r5 de5 ren2	Where are you from? 
火车站在哪儿?	huo3che1zhan4 zai4 na3r5	Where is the railroad station? 
班上其他同学哪儿去了?	ban1 shang4 qi2ta1 tong2xue2 na3r5 qu4le5	Where's the rest of the class? 
你哪儿不舒服?	ni3 na3r5 bu4 shu1fu5	What's the trouble? 
那个人很难说话!	na4 ge4ren2 hen3 nan2 shuo1hua4	That person is very difficult to deal with. 
那个男的是谁?	na4ge5 nan2de5 shi4 shui2	Who is that man? 
那是什么意思?	na4shi5 shen2me5 yi4si5	What does that mean? 
为什么呢?	wei4shen2me5 ne5	Why is that? 
我呢, 我不要。	wo3 ne5, wo3 bu2yao4。	As for me, I don't want it. 
我的书呢?	wo3 de5 shu1 ne5	Where is my book? 
你的意思呢?	ni3 de5 yi4si5 ne5	What's your opinion? 
你怎么解决这个问题呢?	ni3 zen3me5 jie3jue2 zhe4ge5 wen4ti2 ne5	What's your approach to this problem? 
你在找什么呢?	ni3 zai4 zhao3 shen2me5 ne5	What are you searching for? 
你最快什么时候能到?	ni3 zui4 kuai4 shen2me5 shi2hou5 neng2 dao4	How soon can you come? 
你为什么跟他生气?	ni3 wei4shen2me5 gen1 ta1 sheng1qi4	Why are you sore at him? 
你为什么哭?	ni3 wei4shen2me5 ku1	Why are you crying? 
你在笑什么?	ni3 zai4 xiao4 shen2me5	What are you smiling about? 
你姓什么?	ni3 xing4 shen2me5	What's your family name? 
我只请了一位客人。	wo3 zhi3 qing3 le5 yi1 wei4 ke4ren5。	I invited only one guest. 
请问您贵姓?	qing3wen4 nin2 gui4xing4	May I ask your (family) name please? 
你只给了我很少一点儿。	ni3 zhi3 gei3 le5 wo3 hen3 shao3 yi4dian3r5。	You just gave a little bit to me. 
谁对, 我就向着谁。	shui2 dui4, wo3 jiu4 xiang4zhe5 shui2。	I'll side with whoever's right. 
这是谁做的决定?	zhe4 shi4 shui2 zuo4 de5 jue2ding4	Who made the decision? 
谁最后走?	shui2 zui4hou4 zou3	Who leaves last? 
谁来了?	shui2 lai2 le5	Who came? 
这是谁的错?	zhe4 shi4 shui2 de5 cuo4	Whose mistake is it? 
谁给你带孩子?	shui2 gei3 ni3 dai4 hai2zi5	Who looks after your children? 
谁让你来的?	shui2 rang4 ni3 lai2 de5	Who told you to come? 
谁把书拿走了?	shui2 ba3 shu1 na2 zou3 le5	Who took the book? 
谁跟你说的?	shui2 gen1 ni3 shuo1 de5	Who told you that? 
啊? 你说什么?	a5 ni3 shuo1 shen2me5	Huh, what did you say? 
有什么不得了的?	you3 shen2me5 bu4de2liao3 de5	What's so serious? 
出什么问题了?	chu1 shen2me5 wen4ti2 le5	What's wrong? 
你为什么不开口?	ni3 wei4shen2me5 bu4 kai1kou3	Why don't you speak? 
我为什么去不得?	wo3 wei4shen2me5 qu4bu5de5	Why shouldn't I go? 
你在说什么?	ni3 zai4 shuo1 shen2me5	What are you talking about? 
出了什么问题?	chu1 le5 shen2me5 wen4ti2	What's the matter? 
你什么时候能做完作业?	ni3 shen2me5 shi2hou5 neng2 zuo4wan2 zuo4ye4	When will you be able to finish your assignment? 
我还有什么选择?	wo3 hai2 you3 shen2me5 xuan3ze2	What's my alternative? 
他在哭什么?	ta1 zai4 ku1 shen2me5	What is he blubbering about? 
他是做什么的?	ta1 shi4 zuo4 shen2me5de5	What's his calling? 
这条小船是用什么做的?	zhe4 tiao2 xiao3chuan2 shi4 yong4 shen2me5 zuo4 de5	What's the craft made of ? 
我什么地方做错了?	wo3 shen2me5 di4fang5 zuo4cuo4 le5	What did I do wrong? 
啊,你说什么?	a5, ni3 shuo1 shen2me5	Huh, what did you say? 
你有什么打算?	ni3 you3 shen2me5 da3suan4	What do you intend to do? 
我们有些什么选择?	wo3men5 you3xie1 shen2me5 xuan3ze2	What are our options? 
你要说的是什么?	ni3 yao4shuo1 de5 shi4 shen2me5	What's your point? 
忙什么?	mang2 shen2me5	What's the rush? 
他要什么?	ta1 yao4 shen2me5	What does he want? 
你说什么?	ni3 shuo1 shen2me5	What did you say? 
有什么用?	you3 shen2me5 yong4	What's the use? 
多么新鲜的水果啊!	duo1me5 xin1xian1 de5 shui3guo3 a5	How fresh the fruit is! 
他只听不说。	ta1 zhi3 ting1 bu4 shuo1。	He listened without speaking. 
好是好, 但是太贵了。	hao3shi4hao3, dan4shi4 tai4 gui4 le5。	It's good all right, but it's too expensive. 
你太过分了!	ni3 tai4 guo4fen4 le5	What you've done is too much! 
这孩子! 你越是说, 他越是不听。	zhe4 hai2zi5 ni3 yue4shi4 shuo1, ta1 yue4shi4 bu4 ting1。	This child! The more you scold him, the less he obeys. 
听着!	ting1zhe5	Listen to me! 
快走把, 要下雨了。	kuai4zou3 ba3, yao4 xia4 yu3 le5。	Hurry up. It's about to rain. 
不想, 他已经先到了。	bu4xiang3, ta1 yi3jing1 xian1dao4 le5。	Unexpectedly, he arrived before us. 
我想来想去, 觉得还是应该去。	wo3 xiang3lai2xiang3qu4, jue2de5 hai2shi5 ying1gai1 qu4。	I mulled it over and decided that I should go. 
想来/说来好笑	xiang3lai2 shuo1lai2 hao3xiao4	funny to think/speak of 
这件衣服难看, 那件衣服好看。	zhe4 jian4 yi1fu5 nan2kan4, na4 jian4 yi1fu5 hao3kan4。	This clothing is ugly; that clothing is good-looking. 
后来怎么样?	hou4lai2 zen3me5yang4	What happened afterward? 
他怎么说?	ta1 zen3me5 shuo1	What did he say? 
你说怎么样?	ni3 shuo1 zen3me5yang4	What do you think? 
他怎么了?	ta1 zen3me5le5	What's the matter with him? 
怎么了?	zen3me5le5	What's the trouble? 
给我住嘴!	gei3 wo3 zhu4zui3	Shut up! 
你难得来, 多坐一会儿吧。	ni3 nan2de2 lai2, duo1 zuo4 yi2hui4r5 ba5。	You rarely come, so please sit a while longer. 
来, 坐我旁边。	lai2, zuo4 wo3 pang2bian1。	Come and sit next to me. 
再好不过了!	zai4hao3bu5guo4 le5	It couldn't be better! 
孩子多了照顾不过来。	hai2zi5 duo1 le5 zhao4 gu4bu5guo4lai5。	If you have too many children, you won't be able to take good care of them. 
这只不过是时间问题。	zhe4 zhi3bu5guo4 shi4 shi2jian1 wen4ti2。	It's just a question of time. 
送客人去机场	song4ke4 ren2 qu4 ji1chang3	accompany visitors to the airport 
我们去机场为她送别。	wo3men5 qu4 ji1chang3 wei2 ta1 song4bie2。	We're going to the airport to see her off. 
我当然要说。	wo3 dang1ran2 yao4shuo1。	I'll certainly talk. 
“当然不,” 她还嘴说。	“ dang1ran2 bu4,” ta1 huan2zui3 shuo1。	“Of course not,” she retorted. 
我觉得你错了。	wo3 jue2de5 ni3 cuo4le5。	I think you're wrong. 
他哭得像个孩子。	ta1 ku1 de5 xiang4 ge4 hai2zi5。	He blubbered like a child. 
等着吧, 有他的好看。	deng3zhe5 ba5, you3 ta1 de5 hao3kan4。	You can be sure he'll soon find himself on the spot. 
房间很干净。	fang2jian1 hen3 gan1jing4。	The room is clean. 
水好像开了。	shui3 hao3xiang4 kai1le5。	The water seems to be boiling. 
别跟我开玩笑。	bie2 gen1 wo3 kai1 wan2xiao4。	Be serious. Don't kid me. 
拿我开玩笑	na2 wo3 kai1 wan2xiao4	make fun of me 
千万要来!	qian1wan4 yao4 lai2	You have to come! 
他比你年轻。	ta1 bi3 ni3 nian2qing1。	He's younger than you. 
只要一点, 她就明白了。	zhi3yao4 yi1dian3, ta1 jiu4 ming2bai5 le5。	You only have to mention it, and she'll understand. 
极重要	ji2 zhong4yao4	extremely important 
你最好别去。	ni3 zui4hao3 bie2 qu4。	You had better not go. 
个人看来	ge4ren2 kan4lai2	as I see it 
你这个人就是好问。	ni3 zhe4 ge4ren2 jiu4shi4 hao4wen4。	You have such a questioning mind. 
你这个人真是!	ni3 zhe4 ge4ren2 zhen1shi5	How can you be like that! 
这个人真好。	zhe4 ge4ren2 zhen1 hao3。	This person is nice. 
